Player,Rk,Tm,Age,Pos,G,GS,Intcpt,IntYds,IntTD,Lng,PD,FF,Fmb,FR,FumYds,FumTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Year
John Keith,560.0,SFO,26,DB,22,8,1,0,0,0.0,2,4,0,0,0,0,1.0,60,42,18,3,0,0,2003
John Wendling,567.0,DET,27,DB,62,0,1,0,0,0.0,1,0,0,1,0,0,0.0,80,62,18,0,0,0,2010
Johnathan Cyprien,15.25,JAX,26,SS,60,60,2,75,0,18.75,15,4,0,2,0,0,2.0,452,340,112,10,4,0,2016
Johnathan Joseph,197.75,CIN,25,LCB,55,46,11,190,2,24.0,68,2,0,3,72,1,0.0,231,184,47,6,1,0,2009
Johnny Patrick,481.0,SDG,25,DB,37,5,1,0,0,0.0,4,1,0,0,0,0,1.5,68,62,6,2,4,0,2013
Johnthan Banks,389.75,3TM,27,DB,54,39,7,102,1,12.5,17,0,0,0,0,0,0.0,136,113,23,2,1,0,2016
Jon McGraw,414.0,DET,26,DB,41,10,3,0,0,0.0,7,1,0,1,0,0,0.0,134,101,33,2,0,0,2005
Jonathan Dowling,821.0,OAK,23,DB,7,0,0,0,0,0.0,0,0,0,0,0,0,0.0,4,4,0,0,0,0,2014
Jonathan Meeks,760.67,BUF,27,DB,38,0,0,0,0,0.0,1,1,0,1,0,0,0.0,31,22,9,0,0,0,2016
Jonathan Nelson,753.0,CAR,23,DB,2,1,1,20,0,20.0,1,0,0,0,0,0,0.0,9,6,3,0,0,0,2011
Jonathan Wade,406.75,2TM,26,DB,59,13,2,10,0,2.5,12,0,0,1,10,0,0.0,119,104,15,4,5,0,2010
Jonathan Wilhite,390.75,DEN,27,DB,54,15,4,35,0,8.75,11,0,0,1,0,0,2.0,123,104,19,3,4,0,2011
Jonte Green,548.5,DET,24,DB,24,7,1,18,0,9.0,7,0,0,0,0,0,1.0,38,29,9,8,15,0,2013
Jordan Poyer,395.5,CLE,25,FS,48,10,2,24,0,3.0,6,1,1,1,4,0,1.0,124,92,32,2,2,0,2016
Jordan Pugh,672.0,WAS,25,DB,44,3,2,14,0,3.5,5,1,0,0,0,0,1.0,51,44,7,4,2,0,2013
Jorrick Calvin,1026.0,PHI,23,DB,12,0,0,0,0,0.0,0,0,2,1,0,0,0.0,1,1,0,0,0,0,2010
Josh Barrett,582.0,NWE,27,DB,25,7,1,34,0,11.33,4,0,0,0,0,0,0.0,49,38,11,2,0,0,2011
Josh Bullocks,154.0,NOR,25,FS,62,49,6,94,0,23.5,27,4,0,0,0,0,1.0,256,208,48,2,5,0,2008
Josh Bush,641.5,DEN,26,DB,45,1,2,18,0,4.5,2,2,0,0,0,0,0.0,44,38,6,1,0,0,2015
Josh Evans,405.75,WAS,25,DB,49,37,0,0,0,0.0,5,1,0,3,-2,0,0.0,202,146,56,4,0,0,2016
Josh Gattis,1033.0,CHI,23,DB,4,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2007
Josh Norman,342.0,CAR,28,RCB,53,38,7,172,2,20.25,36,4,1,3,12,0,0.0,181,139,42,4,0,0,2015
Josh Robinson,365.75,MIN,24,DB,47,21,5,90,0,16.75,15,1,0,0,0,0,0.0,156,140,16,3,1,0,2015
Josh Thomas,706.75,3TM,25,DB,43,10,1,0,0,0.0,11,0,1,2,4,0,0.0,66,51,15,1,0,0,2014
Josh Wilson,317.0,BAL,25,RCB,54,33,9,273,4,38.0,36,3,5,5,43,0,2.0,171,155,16,7,6,0,2010
Joshua Holsey,929.0,WAS,24,DB,13,0,0,0,0,0.0,0,0,0,1,0,0,0.0,4,4,0,0,0,0,2018
Joshua Moore,1102.0,CHI,22,DB,3,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2010
Julian Battle,609.0,KAN,23,DB,26,1,0,0,0,0.0,3,0,0,0,0,0,0.0,24,24,0,0,0,0,2004
Justin Bethel,394.75,ARI,25,RCB,64,5,2,21,1,5.25,9,3,0,4,-3,0,0.0,105,94,11,0,2,0,2015
Justin Gilbert,670.67,PIT,25,DB,35,3,1,23,1,7.67,9,0,0,0,0,0,0.0,42,36,6,0,1,0,2016
Justin King,314.67,STL,24,LCB,35,19,1,51,0,17.0,9,1,0,1,0,0,1.0,113,98,15,7,7,0,2011
Justin Miller,664.75,2TM,24,DB,42,12,0,0,0,0.0,8,1,6,2,0,0,0.0,99,81,18,1,0,0,2008
Justin Rogers,589.75,WAS,26,DB,38,7,3,14,0,3.5,14,0,1,0,0,0,0.0,77,65,12,3,0,0,2014
Justin Tryon,576.0,2TM,27,DB,47,8,1,3,0,0.75,11,0,0,1,0,0,1.0,85,68,17,2,1,0,2011
Kam Chancellor,154.75,SEA,25,SS,63,47,7,105,0,10.25,24,5,0,3,0,0,2.0,320,232,88,10,3,0,2013
Kareem Jackson,154.25,HOU,25,LCB,61,58,7,94,1,21.5,42,2,0,1,0,0,0.0,222,193,29,5,0,0,2013
Kareem Larrimore,646.5,DAL,25,DB,19,6,0,0,0,0.0,2,2,0,0,0,0,0.0,25,19,6,1,0,0,2001
Kareem Moore,422.67,WAS,26,FS,42,13,2,19,0,6.33,8,2,1,2,13,0,0.0,115,77,38,0,0,0,2010
Karl Paymah,458.75,DEN,26,DB,60,5,3,13,0,3.25,12,0,0,2,0,0,0.0,101,89,12,1,0,0,2008
Kayvon Webster,497.0,DEN,25,DB,54,2,1,10,0,2.5,14,1,0,0,0,0,0.0,83,76,7,2,0,0,2016
Keenan Lewis,546.5,PIT,26,LCB,45,17,1,9,0,2.25,29,2,0,0,0,0,0.0,120,95,25,2,0,0,2012
Keith Lewis,471.75,SFO,26,DB,60,13,3,26,0,6.5,7,2,0,2,23,0,1.0,139,103,36,4,2,0,2007
Keith McGill,692.5,OAK,28,DB,54,3,0,0,0,0.0,2,0,0,3,18,1,0.0,40,34,6,2,0,0,2017
Keith Reaser,650.0,2TM,26,DB,30,0,0,0,0,0.0,7,2,0,0,0,0,1.0,38,34,4,2,1,0,2017
Keith Smith,378.0,DET,27,DB,61,5,4,66,1,16.5,13,1,0,2,0,0,1.0,143,114,29,2,0,0,2007
Keith Tandy,551.0,TAM,26,DB,54,7,4,45,0,5.75,5,1,0,1,0,0,1.0,93,70,23,4,2,0,2015
Keiwan Ratliff,522.75,2TM,26,DB,52,8,3,52,0,8.75,10,2,3,4,0,0,0.0,107,86,21,4,1,0,2007
Kelly Jennings,266.75,SEA,27,RCB,64,30,1,0,0,0.0,35,1,0,2,13,0,0.0,170,150,20,1,1,0,2009
Kelvin Hayden,286.75,IND,25,LCB,57,27,6,152,1,26.25,24,3,1,2,26,1,0.0,191,158,33,2,0,0,2008
Kemal Ishmael,404.75,ATL,25,DB,49,19,5,121,1,26.75,11,1,0,1,18,0,0.0,196,132,64,3,0,0,2016
Ken Hamlin,157.0,SEA,25,FS,54,52,8,113,0,15.75,30,4,0,1,0,0,4.0,300,239,61,2,1,0,2006
Ken Lucas,128.25,SEA,25,RCB,62,47,11,140,1,23.0,60,3,1,4,27,0,0.0,263,229,34,6,0,0,2004
Kendrick Lewis,281.5,KAN,25,FS,53,50,7,166,1,20.75,22,3,0,1,0,0,0.0,171,139,32,3,3,0,2013
Kennard Cox,839.0,SEA,26,DB,27,0,0,0,0,0.0,2,0,0,1,0,0,0.5,20,13,7,1,3,0,2011
Kenneth Acker,320.0,KAN,25,DB,40,15,4,54,0,18.0,12,0,0,1,0,0,0.0,105,92,13,2,0,0,2017
Kenny Phillips,251.75,NYG,25,SS,49,35,8,72,0,13.25,23,1,0,3,25,0,0.0,239,183,56,3,4,0,2011
Kenny Vaccaro,86.5,NOR,25,SS,56,55,5,104,0,26.0,23,4,0,2,8,0,6.0,325,235,90,16,17,0,2016
Kenoy Kennedy,299.5,DEN,26,SS,57,43,3,6,0,1.5,21,1,0,1,0,0,3.0,209,158,51,5,0,0,2003
Kerry Rhodes,80.5,NYJ,26,FS,64,64,12,172,0,27.75,35,6,0,4,44,1,9.0,357,273,84,21,10,0,2008
Kevin Barnes,616.33,WAS,25,DB,29,3,3,38,0,12.67,9,0,1,0,0,0,0.0,45,40,5,2,0,0,2011
Kevin Garrett,837.67,HOU,26,DB,24,1,0,0,0,0.0,4,0,0,0,0,0,0.0,26,20,6,2,0,0,2006
Kevin McCadam,566.75,ATL,26,DB,55,6,0,0,0,0.0,2,0,0,1,0,0,1.0,71,62,9,2,0,0,2005
Kevin Payne,453.67,CHI,26,SS,32,22,4,147,0,16.67,12,0,0,0,0,0,1.0,137,114,23,3,1,0,2009
Kevin Thomas,474.75,IND,25,LCB,47,8,1,31,0,7.75,13,1,0,1,0,0,1.5,116,82,34,1,0,0,2011
Keyon Nash,1070.0,OAK,25,DB,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,2004
Keyuo Craver,616.5,NOR,23,DB,22,1,0,0,0,0.0,2,0,1,1,38,1,0.0,26,23,3,0,0,0,2003
Kiwaukee Thomas,369.0,JAX,26,DB,59,9,0,0,0,0.0,17,1,0,2,0,0,4.0,130,120,10,6,0,0,2003
Ko Simpson,451.0,DET,26,SS,41,32,3,84,0,21.0,10,1,0,1,0,0,1.0,174,129,45,3,1,0,2009
Kris Richard,597.67,SEA,26,DB,38,1,0,0,0,0.0,2,1,1,0,0,0,1.0,54,47,7,1,0,0,2004
Kyle Fuller,107.33,CHI,25,RCB,48,46,8,105,0,15.33,41,3,0,0,0,0,0.0,188,159,29,5,0,0,2017
Kyle Wilson,325.5,NYJ,26,DB,64,28,3,18,0,3.75,16,1,3,2,0,0,0.0,136,118,18,2,1,0,2013
LaRon Landry,91.5,WAS,26,SS,56,56,4,30,0,6.25,32,5,0,4,15,0,4.0,335,256,79,14,14,0,2010
Lamar Chapman,686.5,CLE,25,DB,8,0,1,0,0,0.0,2,0,1,0,0,0,0.0,18,18,0,0,0,0,2001
Lamarcus Joyner,167.75,LAR,27,FS,52,27,3,104,1,11.5,22,2,0,1,0,0,4.0,227,178,49,9,5,0,2017
Lamont Brightful,979.0,MIA,25,DB,30,0,0,0,0,0.0,0,0,8,5,11,0,0.0,7,7,0,0,0,0,2004
Lamont Thompson,349.75,TEN,27,FS,61,29,6,81,1,10.25,12,2,0,0,0,0,1.0,178,143,35,2,0,0,2005
Lardarius Webb,246.0,BAL,27,LCB,51,25,8,121,1,28.25,41,2,4,5,0,0,2.0,181,157,24,7,6,0,2012
Larry Asante,752.0,TAM,23,DB,12,0,1,4,0,2.0,1,1,0,0,0,0,0.0,16,14,2,0,0,0,2011
Leodis McKelvin,382.5,BUF,26,RCB,51,29,5,95,1,23.75,25,2,7,4,0,0,0.0,144,118,26,2,0,0,2011
Leon Hall,155.0,CIN,26,RCB,64,58,18,169,1,27.5,71,5,0,1,0,0,0.0,260,208,52,5,2,0,2010
Leon McFadden,780.0,DAL,26,DB,34,2,0,0,0,0.0,2,0,0,0,0,0,0.0,35,25,10,4,1,0,2016
Leonard Myers,764.33,2TM,25,DB,17,1,0,0,0,0.0,2,0,0,0,0,0,0.0,25,22,3,0,0,0,2003
Lewis Sanders,527.33,CLE,25,DB,36,4,2,25,0,8.33,14,0,0,3,13,0,1.0,67,56,11,1,0,0,2003
Lito Sheppard,345.5,PHI,24,LCB,53,34,9,278,2,42.25,42,2,0,0,0,0,2.0,156,136,20,3,0,0,2005
Lloyd Harrison,501.0,SDG,24,DB,12,1,0,0,0,0.0,1,0,0,0,0,0,1.0,19,17,2,1,0,0,2001
Logan Ryan,182.0,NWE,25,RCB,64,40,13,167,1,37.5,41,4,0,0,0,0,2.5,243,190,53,5,6,0,2016
Lonnie Ballentine,850.0,HOU,22,DB,2,0,0,0,0,0.0,1,0,0,0,0,0,0.0,3,3,0,0,0,0,2015
Louis Delmas,177.0,DET,25,FS,49,49,3,130,1,25.25,16,2,0,4,61,1,3.0,267,191,76,16,10,1,2012
Madieu Williams,188.25,CIN,26,FS,49,45,9,126,1,28.25,34,3,0,3,-1,0,4.0,290,229,61,17,4,0,2007
Major Wright,204.0,CHI,25,SS,54,42,9,151,3,29.75,18,3,0,2,0,0,0.0,254,193,61,7,1,0,2013
Malcolm Jenkins,104.5,NOR,25,FS,57,49,4,174,2,41.25,31,4,0,4,30,1,2.0,291,232,59,5,9,0,2012
Malcolm Williams,1101.0,NWE,25,DB,2,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,2012
Marcus Cooper,393.5,ARI,26,RCB,54,24,7,127,1,20.0,33,1,1,1,0,1,0.0,136,127,9,0,0,0,2016
Marcus Gilchrist,163.75,SDG,26,SS,62,40,5,69,0,12.75,17,3,0,2,40,0,3.0,246,193,53,15,5,0,2014
Marcus Hamilton,755.0,2TM,24,DB,9,0,0,0,0,0.0,2,0,0,0,0,0,0.0,7,6,1,0,0,0,2008
Marcus Hudson,591.0,SFO,27,DB,48,0,0,0,0,0.0,3,1,0,3,-1,0,0.0,70,54,16,0,0,0,2009
Marcus McCauley,469.0,MIN,25,DB,26,10,0,0,0,0.0,8,0,0,0,0,0,0.0,69,58,11,2,0,0,2008
Marcus Trufant,74.75,SEA,26,RCB,62,62,9,169,0,20.0,65,3,0,1,31,0,2.0,311,275,36,9,0,0,2006
Mario Edwards,317.25,DAL,28,RCB,58,47,4,127,2,31.75,27,0,0,2,2,0,0.0,158,142,16,4,0,0,2003
Mark Roman,325.0,CIN,26,FS,50,27,2,1,0,0.25,18,3,0,3,-1,0,2.5,173,139,34,6,0,0,2003
Marlin Jackson,145.5,IND,25,RCB,52,32,3,40,0,10.0,14,2,1,2,21,0,0.5,281,217,64,6,3,0,2008
Marlon McCree,252.75,HOU,27,DB,60,39,9,258,1,45.5,21,2,0,2,2,0,2.0,208,160,48,6,0,0,2004
Marquand Manuel,418.0,SEA,26,FS,59,20,0,0,0,0.0,5,2,0,1,0,0,0.0,149,115,34,4,0,0,2005
Marques Anderson,340.25,2TM,26,DB,54,28,6,140,2,26.0,17,1,0,6,1,0,0.0,214,155,59,5,0,0,2005
Marqueston Huff,695.33,BAL,24,DB,41,1,1,23,1,7.67,4,0,0,1,0,0,1.0,36,25,11,2,1,0,2016
Marviel Underwood,382.0,GNB,23,DB,16,0,0,0,0,0.0,0,1,0,0,0,0,0.0,36,28,8,0,0,0,2005
Marvin White,498.0,CIN,27,DB,43,19,1,0,0,0.0,14,0,0,1,0,0,0.0,152,115,37,3,7,0,2010
Matt Bowen,356.25,WAS,27,FS,54,24,4,44,0,11.0,15,2,0,2,5,0,0.0,188,155,33,0,0,0,2003
Matt Elam,402.0,BAL,25,DB,41,26,1,18,0,6.0,7,1,0,2,7,0,0.5,131,89,42,6,3,0,2016
Matt Giordano,526.25,IND,26,DB,55,6,3,89,1,20.75,8,0,0,0,0,0,0.0,87,68,19,1,1,0,2008
Matt Ware,570.75,ARI,25,DB,57,1,0,0,0,0.0,6,2,0,2,9,0,0.0,69,60,9,0,0,0,2007
Maurice Alexander,466.0,LAR,26,DB,41,23,2,19,0,4.75,5,0,0,1,3,0,3.0,113,85,28,5,7,0,2017
Mel Mitchell,608.67,NOR,26,DB,44,0,0,0,0,0.0,0,0,0,0,0,0,0.0,46,42,4,0,0,0,2005
Micah Hyde,157.5,GNB,26,DB,63,33,8,56,0,13.5,24,2,4,5,0,0,4.0,227,184,43,8,4,0,2016
Michael Boulware,329.0,HOU,26,SS,64,28,11,177,1,26.0,23,4,0,1,32,0,3.0,189,146,43,6,0,0,2007
Michael Coe,832.33,2TM,27,DB,17,0,0,0,0,0.0,1,0,0,1,0,0,0.0,19,15,4,1,0,0,2010
Michael Green,123.33,CHI,27,SS,42,26,1,3,0,1.0,12,3,0,3,-1,0,4.5,246,200,46,10,0,0,2003
Michael Griffin,108.25,TEN,25,FS,64,57,15,228,1,29.25,37,6,1,5,20,0,2.0,324,247,77,10,12,0,2010
Michael Hamlin,761.5,2TM,25,DB,12,0,0,0,0,0.0,0,0,0,0,0,0,0.0,13,13,0,0,0,0,2010
Michael Hawkins,826.5,CLE,23,DB,18,1,0,0,0,0.0,2,0,0,0,0,0,0.0,15,13,2,0,0,0,2006
Michael Hawthorne,467.75,GNB,26,DB,42,9,3,8,0,2.0,9,0,0,1,0,0,1.0,101,81,20,2,0,0,2003
Michael Huff,170.0,OAK,26,FS,64,51,4,19,0,3.5,30,1,0,2,0,0,1.5,252,217,35,8,2,1,2009
Michael Jameson,619.33,CLE,25,DB,42,1,1,0,0,0.0,2,1,0,1,0,0,1.0,52,36,16,1,0,0,2004
Michael Johnson,479.33,NYG,26,DB,81,45,3,18,0,3.0,19,1,0,3,0,0,7.5,211,154,57,20,18,0,2010
Michael Lehan,572.0,MIA,27,DB,47,6,0,0,0,0.0,4,0,0,1,0,0,0.0,71,59,12,2,0,0,2006
Michael Stone,784.67,ARI,26,DB,37,0,0,0,0,0.0,0,0,0,0,0,0,0.0,29,22,7,0,0,0,2004
Michael Waddell,365.5,TEN,24,DB,32,5,1,0,0,0.0,6,0,3,2,33,0,0.5,72,60,12,1,0,0,2005
Mike Brown,70.75,CHI,25,FS,64,63,11,132,3,21.0,25,6,0,4,123,1,3.0,339,280,59,6,0,0,2003
Mike Doss,174.75,IND,25,DB,46,42,7,102,0,21.5,17,6,1,0,0,0,1.0,268,205,63,11,1,0,2006
Mike Echols,618.0,TEN,25,DB,9,0,0,0,0,0.0,0,0,0,0,0,0,0.0,32,24,8,0,0,0,2003
Mike Jenkins,303.0,DAL,26,RCB,58,46,8,22,1,5.5,40,1,0,0,0,0,0.0,147,137,10,1,0,0,2011
Mike Mitchell,384.75,OAK,25,DB,61,9,2,0,0,0.0,10,1,0,4,12,0,3.5,139,106,33,8,11,0,2012
Mike Richardson,775.0,IND,26,DB,22,1,0,0,0,0.0,0,1,0,0,0,0,0.0,32,28,4,0,0,0,2010
Mike Rumph,462.5,SFO,26,DB,36,19,3,19,0,3.0,14,2,0,0,0,0,2.0,130,115,15,7,0,0,2005
Mistral Raymond,583.67,MIN,26,DB,32,10,1,31,0,10.33,6,0,0,1,26,0,0.0,53,34,19,0,1,0,2013
Morgan Burnett,179.75,GNB,24,SS,49,49,6,1,0,0.25,23,4,0,6,37,1,3.0,339,238,101,6,6,0,2013
Morgan Trent,507.67,3TM,26,DB,36,3,3,17,0,7.33,11,0,0,2,0,0,1.0,70,54,16,2,5,0,2011
Morris Claiborne,406.5,DAL,25,RCB,40,36,3,-8,0,-2.0,22,1,0,3,50,1,0.0,125,102,23,1,1,0,2015
Myron Lewis,730.67,TAM,25,DB,28,1,0,0,0,0.0,3,0,0,0,0,0,0.0,20,20,0,0,0,0,2012
Nat Berhe,576.0,NYG,26,DB,38,2,0,0,0,0.0,1,1,0,1,0,0,1.0,48,36,12,1,2,0,2017
Nate Allen,135.75,PHI,26,SS,59,54,6,114,0,22.5,24,2,0,0,0,0,3.0,262,207,55,9,2,0,2013
Nate Clements,138.5,BUF,25,RCB,64,59,18,261,4,44.75,54,8,8,3,0,0,1.5,273,218,55,6,0,0,2004
Nate Ebner,683.0,NWE,27,DB,57,0,0,0,0,0.0,0,0,0,2,0,0,0.0,47,32,15,0,1,0,2015
Nate Jones,568.0,DAL,25,DB,51,1,0,0,0,0.0,2,1,0,0,0,0,2.0,79,65,14,3,5,0,2007
Nate Salley,821.0,CAR,24,DB,24,0,0,0,0,0.0,0,0,0,0,0,0,0.0,11,9,2,0,0,0,2008
Nathan Vasher,402.5,CHI,26,DB,50,37,17,367,2,39.5,35,2,0,1,12,0,1.0,137,114,23,2,2,0,2007
Nedu Ndukwe,199.75,CIN,25,FS,53,31,6,65,0,16.25,18,2,0,3,69,2,7.5,258,182,76,11,18,0,2010
Nevin Lawson,399.25,DET,26,RCB,48,40,0,0,0,0.0,20,1,0,1,44,1,0.0,152,129,23,0,1,0,2017
Nick Collins,123.0,GNB,25,FS,61,61,11,363,4,29.25,42,5,0,0,0,0,0.0,286,233,53,7,2,0,2008
Nick Schommer,922.0,TEN,24,DB,13,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,3,0,0,0,1,2010
Nnamdi Asomugha,255.0,OAK,25,LCB,62,39,8,59,1,6.0,36,1,0,1,0,0,2.0,184,160,24,6,0,0,2006
Nolan Carroll,384.0,MIA,26,RCB,58,26,5,25,0,6.25,23,1,0,0,0,0,3.0,135,120,15,4,2,0,2013
Norman LeJeune,1048.5,MIA,26,DB,7,0,0,0,0,0.0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,2006
O.J. Atogwe,212.75,STL,27,FS,60,48,17,266,1,36.0,28,11,0,6,75,1,2.0,247,219,28,3,2,0,2008
Omar Bolden,611.5,DEN,27,DB,56,1,0,0,0,0.0,1,0,2,2,0,0,0.0,51,42,9,0,0,0,2015
Omare Lowe,784.0,ATL,27,DB,18,1,0,0,0,0.0,1,0,0,0,0,0,0.0,21,19,2,0,0,0,2005
Orlando Scandrick,212.25,DAL,24,RCB,61,16,3,40,1,10.0,27,1,0,1,15,0,6.5,182,166,16,13,9,0,2011
Pat Dennis,479.0,HOU,24,DB,30,13,1,0,0,0.0,13,1,0,2,-5,0,0.0,97,87,10,3,0,0,2002
Pat Lee,771.33,GNB,27,DB,32,1,0,0,0,0.0,1,0,0,0,0,0,0.0,23,19,4,0,0,0,2011
Pat Watkins,417.75,DAL,27,DB,49,10,4,45,0,6.0,10,1,0,1,53,0,0.0,123,99,24,0,0,0,2009
Patrick Chung,244.5,NWE,25,FS,50,30,7,125,1,20.0,19,1,0,0,0,0,3.0,239,163,76,9,5,0,2012
Patrick Peterson,151.75,ARI,24,LCB,64,64,15,154,1,26.25,49,0,14,9,59,0,2.0,211,194,17,3,2,0,2014
Patrick Robinson,447.0,NOR,26,DB,44,27,7,130,1,31.0,35,1,0,0,0,0,1.0,141,118,23,7,3,0,2013
Perrish Cox,436.67,2TM,26,DB,42,9,1,15,0,5.0,16,2,2,0,0,0,0.0,83,79,4,2,0,0,2013
Pete Hunter,533.33,DAL,24,DB,30,6,3,18,0,6.0,9,0,0,2,0,0,1.0,62,56,6,3,0,0,2004
Phillip Adams,556.5,OAK,25,DB,53,4,3,0,0,0.0,8,0,3,1,26,0,0.0,66,55,11,1,1,0,2013
Phillip Buchanon,302.5,HOU,25,LCB,46,32,11,326,4,46.75,28,2,9,8,0,0,0.0,159,142,17,6,0,0,2005
Phillip Gaines,432.25,KAN,26,DB,41,16,1,0,0,0.0,14,2,0,0,0,0,0.0,100,90,10,7,2,0,2017
Phillip Thomas,448.0,WAS,25,DB,8,4,0,0,0,0.0,0,0,0,1,2,0,0.0,27,19,8,0,0,0,2014
Pierre Desir,551.75,IND,27,RCB,33,13,1,0,0,0.0,15,0,0,0,0,0,0.0,81,63,18,0,0,0,2017
